,category_name,title,link,author,year,rating,num_of_people,price_in_dollars,years
368,crafts,"Christmas Calendar Planner 2019 2020 2021: Cute Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Keepsake Memories Journal, ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/170952751X/ref=sr_1_1123?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1123,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
369,crafts,"Christmas Calendar Planner 2019 2020 2021: Personal Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Keepsake Memories ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709527439/ref=sr_1_1124?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1124,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
370,crafts,"Christmas Calendar Planner 2019 2020 2021: Agenda Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Keepsake Memories Journal, ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709527358/ref=sr_1_1125?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1125,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
371,crafts,"Christmas Calendar Planner 2019 2020 2021: Personal Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Pretty Keepsake Memories ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709527145/ref=sr_1_1126?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1126,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
372,crafts,"Christmas Calendar Planner 2019 2020 2021: Personal Agenda Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Cute Keepsake ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709527110/ref=sr_1_1127?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1127,Christmas Planner Publishing Co.,2019-11-19,0.0,0,5.79,2019
373,crafts,"Christmas Calendar Planner 2019 2020 2021: Personal Blank Paper Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Keepsake ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709527056/ref=sr_1_1128?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1128,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
374,crafts,"Christmas Calendar Planner 2019 2020 2021: Organizer Notebook For Daily Weekly Monthly and Yearly Holiday Planning, Keepsake Memories Journal, Gift ... (Christmas 2019 - 2021 Calendar Planner)  ",https://www.amazon.com/Christmas-Calendar-Planner-2019-2020/dp/1709524871/ref=sr_1_1129?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1129,Christmas Planner Publishing Co.,2019-11-19,0.0,0,6.99,2019
378,crafts,"Fashion for Newbies: Clothes, Online Shopping, and More!  ",https://www.amazon.com/Fashion-Newbies-Clothes-Online-Shopping-ebook/dp/B00VC14GMO/ref=sr_1_1133?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1133,Veronica Clark,2015-03-27,0.0,0,0.0,2015
379,crafts,"Christmas Gift Tracker: Elegant Red, Green and Pink Journal to Organize Your Holiday Gift List, Ideas and Budgets for Each Person on your List - Modern Abstract Geometric Pattern  ",https://www.amazon.com/Christmas-Gift-Tracker-Organize-Geometric/dp/167327014X/ref=sr_1_1134?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1134,Chaclelium,2019-12-08,5.0,1,6.99,2019
381,crafts,Become a Frugalista — Money-Saving Secrets for the Frugal Family Manager  ,https://www.amazon.com/Become-Frugalista-Money-Saving-Secrets-Manager-ebook/dp/B00DXMZ0NO/ref=sr_1_1136?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895388&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1136,Susan Heid,2013-07-13,3.8,30,2.99,2013
385,education,Professional LinkedIn Profile: How to Gain the Recognition You Deserve  ,https://www.amazon.com/Professional-LinkedIn-Profile-Recognition-Deserve-ebook/dp/B07L7Q4D5D/ref=sr_1_436?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-436,Dawn Adlam,2018-12-13,4.8,19,0.0,2018
387,education,SIX NON-FICTION BLUEPRINTS (bundle 2017): 6 Non-Fiction Blueprints to Use as Your Guide in Writing Your First Book  ,https://www.amazon.com/SIX-NON-FICTION-BLUEPRINTS-bundle-2017-ebook/dp/B01M35NYUC/ref=sr_1_438?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-438,Elis M. Norton,2016-11-02,4.5,2,0.0,2016
388,education,Life Hacks: 14 Online Shopping Tips to Save Money (Money Saving Tips Book 1)  ,https://www.amazon.com/Life-Hacks-Online-Shopping-Saving-ebook/dp/B074LWG7SS/ref=sr_1_439?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-439,Tegan Marshall,2017-08-05,0.0,0,0.0,2017
389,education,EASY E-MONEY AND SECURE ONLINE PAYMENTS  ,https://www.amazon.com/EASY-MONEY-SECURE-ONLINE-PAYMENTS-ebook/dp/B01N5JIEYO/ref=sr_1_440?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-440,S.J. KADAM,2016-12-26,4.0,1,0.0,2016
394,education,"STEP BY STEP GUIDE TO TAOBAO DIRECT SHOPPING FOR US, CANADA, AUSTRALIA, NEW ZEALAND, SINGAPORE AND MALAYSIA CITIZENS  ",https://www.amazon.com/SHOPPING-AUSTRALIA-SINGAPORE-MALAYSIA-CITIZENS-ebook/dp/B072SNJBYS/ref=sr_1_445?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-445,YASASHII MEN,2017-06-17,0.0,0,2.99,2017
395,education,Your First Online Business  ,https://www.amazon.com/First-Online-Business-Sanjay-kumar-ebook/dp/B07XB7BGFN/ref=sr_1_446?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-446,Sanjay kumar,2019-09-04,0.0,0,3.99,2019
397,education,Ultimate Step By Step Guide To Internet Marketing: Background reading & step by step guides - All you need for internet success  ,https://www.amazon.com/Ultimate-Step-Guide-Internet-Marketing-ebook/dp/B07MR4J738/ref=sr_1_448?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895403&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-448,Phillip Ellis,2018-12-25,0.0,0,0.0,2018
401,engineering,Fundamentals of Construction Estimating  ,https://www.amazon.com/Fundamentals-Construction-Estimating-David-Pratt/dp/1439059640/ref=sr_1_83?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-83,David Pratt,2010-06-03,4.3,47,60.0,2010
402,engineering,Online Purchases Tracker: Personal Shopping Expense Tracker (Order Log Book)  ,https://www.amazon.com/Online-Purchases-Tracker-Personal-Shopping/dp/1986967867/ref=sr_1_84?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-84,Michelia Creations,2018-03-29,5.0,1,3.78,2018
405,engineering,Intentional Interviewing and Counseling: Facilitating Client Development in a Multicultural Society (HSE 123 Interviewing Techniques)  ,https://www.amazon.com/Intentional-Interviewing-Counseling-Facilitating-Multicultural/dp/0495601233/ref=sr_1_87?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-87,"Allen E. Ivey , Mary Bradford Ivey, et al.",2009-04-03,4.3,134,108.92,2009
407,engineering,"Internet Passwords Organizer: Personal Logbook, Tree of Butterflies  ",https://www.amazon.com/Internet-Passwords-Organizer-Personal-Butterflies/dp/1090605927/ref=sr_1_89?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-89,Michael Walker,2019-03-15,3.1,4,4.89,2019
409,engineering,Ducati 916: Updated & enlarged edition  ,https://www.amazon.com/Ducati-916-enlarged-Ian-Falloon-ebook/dp/B081F91NR8/ref=sr_1_91?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-91,Ian Falloon,2019-11-12,4.5,34,25.99,2019
413,engineering,Analysis of e-commerce system with Recommendation and Mahout: Recommendation system for online shopping  ,https://www.amazon.com/Analysis-commerce-system-Recommendation-Mahout/dp/6139946824/ref=sr_1_95?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895424&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-95,Pratima M Sukre,2019-09-26,0.0,0,44.0,2019
431,health,100 Sideways Miles  ,https://www.amazon.com/100-Sideways-Miles-Andrew-Smith/dp/1442444959/ref=sr_1_626?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-626,Andrew Smith,2014-09-02,4.3,99,17.89,2014
432,health,"Password Logbook: Forgot password ? This journal to help you remember password, email address, log in / usernames and website names : index for ... saver / password keeper / password logbook )  ",https://www.amazon.com/Password-Logbook-password-remember-usernames/dp/107911260X/ref=sr_1_627?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-627,no.1411 colorful notebook,2019-07-07,0.0,0,5.89,2019
433,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B45 - You Got This: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss and ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/1725614499/ref=sr_1_628?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-628,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
434,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B44 - A Little Progress Eac: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Progress-Organised/dp/1725613247/ref=sr_1_629?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-629,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
435,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B41 - Lets Do This: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss and ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/1725610140/ref=sr_1_630?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-630,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
436,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B40 - Sometimes You?ve Got: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Sometimes-Organised/dp/1725609673/ref=sr_1_631?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-631,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
437,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B38 - My Body is Under Cons: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/172560924X/ref=sr_1_632?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-632,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
438,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B37 - A Goal Without A Plan: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Without-Organised/dp/1725608928/ref=sr_1_633?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-633,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
